,Date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F),Total Rain (in),Total Rain (mm)
1066,2008-12-02,,40,17.9,29.7,15.6,22.0,270,0.00,10.01,0.0,52.3,32.7,88.0,22.0,29.820,29.565,33.4,48.0,52.3,0.0,0.0
1067,2008-12-03,,80,13.0,30.2,4.7,6.8,61,0.00,10.01,0.0,35.5,13.5,86.0,51.0,30.453,29.724,17.3,25.0,35.5,0.0,0.0
1068,2008-12-04,,78,1.9,30.6,2.2,3.6,57,0.00,10.01,0.0,18.3,8.4,82.0,53.0,30.811,30.381,18.4,24.0,32.0,0.0,0.0
1069,2008-12-05,,34,5.7,30.2,23.4,31.4,260,0.00,10.01,0.0,37.3,18.6,50.0,25.0,30.536,30.015,39.1,58.0,37.3,0.0,0.0
1070,2008-12-06,,44,21.7,30.1,16.6,22.3,257,0.00,10.01,0.0,48.0,36.8,49.0,37.0,30.165,29.987,29.9,43.0,48.0,0.0,0.0
1071,2008-12-07,,43,23.9,29.8,10.4,14.7,265,0.00,10.01,0.0,53.9,39.0,52.0,33.0,29.979,29.568,24.2,35.0,53.9,0.0,0.0
1072,2008-12-08,,54,15.4,29.6,8.3,12.2,279,0.00,10.01,0.0,41.1,19.2,88.0,30.0,29.983,29.502,21.9,32.0,41.1,0.0,0.0
1073,2008-12-09,,68,10.7,30.3,2.7,4.4,25,0.02,10.03,0.01,32.5,14.8,85.0,25.0,30.493,29.973000000000003,17.3,26.0,32.5,0.02,0.508
1074,2008-12-10,,43,16.6,30.2,14.5,19.8,263,0.02,10.03,0.0,46.5,30.7,50.0,32.0,30.361,30.14,31.1,39.0,46.5,0.0,0.0
1075,2008-12-11,,35,9.8,30.2,10.3,14.5,248,0.02,10.03,0.0,43.3,21.4,67.0,20.0,30.268,30.088,21.9,35.0,43.3,0.0,0.0
1076,2008-12-12,,49,11.0,29.9,10.7,14.7,264,0.02,10.03,0.0,43.6,17.5,74.0,10.0,30.266,29.379,31.1,43.0,43.6,0.0,0.0
1077,2008-12-13,,60,22.1,29.3,9.6,14.0,267,0.02,10.03,0.0,41.6,26.4,86.0,41.0,29.409,29.164,36.8,52.0,41.6,0.0,0.0
1078,2008-12-14,,61,0.9,29.9,5.2,8.0,300,0.03,10.04,0.01,26.4,2.6,86.0,36.0,30.301,29.252,20.7,29.0,32.0,0.01,0.254
1079,2008-12-15,,44,4.5,30.3,7.3,10.8,268,0.03,10.04,0.0,22.1,5.4,80.0,29.0,30.351,30.054000000000002,32.2,43.0,32.0,0.0,0.0
1080,2008-12-16,,64,8.1,30.0,2.3,3.6,270,0.03,10.04,0.0,27.2,13.6,86.0,32.0,30.079,29.872,15.0,21.0,32.0,0.0,0.0
1081,2008-12-17,,42,4.2,30.1,9.0,13.1,268,0.03,10.04,0.0,32.5,14.3,54.0,24.0,30.137,29.923000000000002,24.2,38.0,32.5,0.0,0.0
1082,2008-12-18,,59,11.5,29.9,10.3,14.6,275,0.04,10.05,0.01,37.9,11.6,90.0,41.0,30.097,29.649,35.7,52.0,37.9,0.01,0.254
1083,2008-12-19,,,,,,,,,,,,,,,,,,,,,
1084,2008-12-20,,,,,,,,,,,,,,,,,,,,,
1085,2008-12-21,,,,,,,,,,,,,,,,,,,,,
1086,2008-12-22,,,,,,,,,,,,,,,,,,,,,
1087,2008-12-23,,,,,,,,,,,,,,,,,,,,,
1088,2008-12-24,,,,,,,,,,,,,,,,,,,,,
1089,2008-12-25,,,,,,,,,,,,,,,,,,,,,
1090,2008-12-26,,,,,,,,,,,,,,,,,,,,,
1091,2008-12-27,,,,,,,,,,,,,,,,,,,,,
1092,2008-12-28,,,,,,,,,,,,,,,,,,,,,
1093,2008-12-29,,,,,,,,,,,,,,,,,,,,,
1094,2008-12-30,,,,,,,,,,,,,,,,,,,,,
1095,2008-12-31,,,,,,,,,,,,,,,,,,,,,
1096,2009-01-01,,35,12.7,29.7,26.4,36.8,274,0.00,0.00,0.0,40.1,34.5,44.0,27.0,29.762,29.596,41.4,59.0,40.1,0.0,0.0
1097,2009-01-02,,32,14.7,29.5,12.8,18.0,240,0.00,0.00,0.0,52.8,37.5,43.0,16.0,29.669,29.268,35.7,51.0,52.8,0.0,0.0
1098,2009-01-03,,60,12.7,29.7,8.3,12.2,290,0.00,0.00,0.0,41.2,6.7,89.0,35.0,30.232,29.26,25.3,38.0,41.2,0.0,0.0
1099,2009-01-04,,67,0.1,30.4,2.9,4.5,47,0.00,0.00,0.0,19.4,0.0,79.0,35.0,30.566,30.226999999999997,12.7,20.0,32.0,0.0,0.0
1100,2009-01-05,,30,5.3,29.9,16.7,23.1,265,0.00,0.00,0.0,30.3,15.1,56.0,13.0,30.233,29.568,38.0,53.0,32.0,0.0,0.0
1101,2009-01-06,,42,4.6,29.8,16.0,23.9,276,0.00,0.00,0.0,29.5,19.7,57.0,27.0,29.879,29.636999999999997,29.9,48.0,32.0,0.0,0.0
1102,2009-01-07,,60,21.6,29.7,20.4,30.0,276,0.00,0.00,0.0,39.1,27.3,86.0,46.0,29.860,29.601999999999997,38.0,54.0,39.1,0.0,0.0
1103,2009-01-08,,41,20.0,29.8,17.5,25.2,265,0.00,0.00,0.0,51.3,36.9,53.0,28.0,29.883,29.627,35.7,49.0,51.3,0.0,0.0
1104,2009-01-09,,46,11.4,30.0,6.9,10.6,292,0.00,0.00,0.0,41.5,19.2,82.0,27.0,30.446,29.575,24.2,36.0,41.5,0.0,0.0
1105,2009-01-10,,38,3.6,30.4,18.2,24.6,258,0.00,0.00,0.0,31.9,22.5,48.0,29.0,30.489,30.291,31.1,46.0,32.0,0.0,0.0
1106,2009-01-11,,41,9.0,30.3,17.0,24.6,270,0.00,0.00,0.0,36.3,26.0,52.0,29.0,30.421,30.112,31.1,44.0,36.3,0.0,0.0
1107,2009-01-12,,60,11.0,30.3,7.4,11.0,351,0.03,0.03,0.01,31.6,16.1,87.0,41.0,30.524,30.011999999999997,25.3,33.0,32.0,0.03,0.7619999999999999
1108,2009-01-13,,47,14.6,30.2,16.3,22.6,254,0.03,0.03,0.0,38.0,28.5,54.0,34.0,30.340,30.046,32.2,47.0,38.0,0.0,0.0
1109,2009-01-14,,45,14.2,30.2,9.9,14.0,259,0.03,0.03,0.0,39.3,28.7,53.0,34.0,30.271,30.115,29.9,32.0,39.3,0.0,0.0
1110,2009-01-15,,42,14.5,30.3,7.9,11.8,270,0.03,0.03,0.0,43.6,27.9,59.0,28.0,30.405,30.201,19.6,26.0,43.6,0.0,0.0
1111,2009-01-16,,28,9.7,30.3,11.9,16.7,269,0.03,0.03,0.0,53.0,32.1,46.0,14.0,30.432,30.127,26.5,37.0,53.0,0.0,0.0
1112,2009-01-17,,21,3.1,30.3,6.7,9.7,276,0.03,0.03,0.0,54.1,28.1,28.0,11.0,30.435,30.093000000000004,21.9,26.0,54.1,0.0,0.0
1113,2009-01-18,,15,1.7,30.3,9.6,14.7,288,0.03,0.03,0.0,52.9,27.3,27.0,8.0,30.425,30.19,24.2,36.0,52.9,0.0,0.0
1114,2009-01-19,,19,3.6,30.3,7.0,10.5,293,0.03,0.03,0.0,57.5,36.9,39.0,7.0,30.333,30.154,20.7,28.0,57.5,0.0,0.0
1115,2009-01-20,,27,1.0,30.4,4.8,7.4,285,0.03,0.03,0.0,61.0,16.1,69.0,4.0,30.607,30.016,18.4,26.0,61.0,0.0,0.0
1116,2009-01-21,,11,4.6,30.0,12.4,16.8,257,0.03,0.03,0.0,55.7,41.6,19.0,6.0,30.143,29.871,25.3,35.0,55.7,0.0,0.0
1117,2009-01-22,,40,20.8,29.9,11.8,16.3,264,0.03,0.03,0.0,52.3,38.9,63.0,17.0,29.911,29.784000000000002,31.1,44.0,52.3,0.0,0.0
1118,2009-01-23,,81,19.6,30.2,3.7,5.3,52,0.03,0.03,0.0,38.9,12.8,89.0,63.0,30.473,29.855,12.7,16.0,38.9,0.0,0.0
1119,2009-01-24,,68,25.0,30.0,8.2,10.8,281,0.09,0.09,0.01,47.8,13.1,92.0,40.0,30.436,29.689,26.5,35.0,47.8,0.06,1.5239999999999998
1120,2009-01-25,,77,14.5,29.9,4.3,6.1,35,0.20,0.20,0.01,39.6,5.2,92.0,45.0,30.138,29.651999999999997,23.0,26.0,39.6,0.11,2.7939999999999996
1121,2009-01-26,,73,4.0,30.3,3.9,5.6,51,0.20,0.20,0.0,11.4,3.1,79.0,65.0,30.535,29.879,15.0,20.0,32.0,0.0,0.0
1122,2009-01-27,,51,8.1,30.4,12.7,17.7,263,0.20,0.20,0.0,19.7,11.2,76.0,25.0,30.619,30.131,34.5,47.0,32.0,0.0,0.0
1123,2009-01-28,,43,2.6,30.2,19.6,28.0,269,0.20,0.20,0.0,27.0,15.7,57.0,31.0,30.250,30.063000000000002,43.7,58.0,32.0,0.0,0.0
1124,2009-01-29,,40,1.3,30.3,9.4,14.4,267,0.20,0.20,0.0,30.0,15.9,58.0,27.0,30.408,30.24,28.8,47.0,32.0,0.0,0.0
1125,2009-01-30,,33,9.4,30.3,15.7,21.3,261,0.21,0.21,0.01,46.2,27.9,46.0,22.0,30.435,30.101999999999997,32.2,44.0,46.2,0.01,0.254
1126,2009-01-31,,22,2.7,29.9,15.4,21.4,260,0.21,0.21,0.0,45.1,29.0,32.0,14.0,30.136,29.787,32.2,43.0,45.1,0.0,0.0
1127,2009-02-01,,26,1.5,30.1,11.4,17.0,279,0.00,0.21,0.0,38.3,25.3,48.0,12.0,30.300,29.826,29.9,41.0,38.3,0.0,0.0
1128,2009-02-02,,33,6.3,30.2,16.6,24.4,271,0.00,0.21,0.0,40.3,26.0,46.0,25.0,30.240,30.055,29.9,48.0,40.3,0.0,0.0
1129,2009-02-03,,37,13.6,30.3,10.3,15.0,275,0.00,0.21,0.0,48.1,31.9,52.0,19.0,30.392,30.23,21.9,30.0,48.1,0.0,0.0
1130,2009-02-04,,16,1.0,30.2,7.0,10.1,271,0.00,0.21,0.0,55.8,27.6,28.0,7.0,30.450,30.031,21.9,30.0,55.8,0.0,0.0
1131,2009-02-05,,15,0.6,30.0,11.1,15.8,270,0.00,0.21,0.0,53.7,34.2,27.0,10.0,30.105,29.802,28.8,36.0,53.7,0.0,0.0
1132,2009-02-06,,50,14.9,29.9,7.3,10.5,256,0.00,0.21,0.0,44.6,20.7,90.0,27.0,30.034,29.666999999999998,32.2,47.0,44.6,0.0,0.0
1133,2009-02-07,,56,19.4,30.1,4.3,6.9,272,0.00,0.21,0.0,43.6,23.3,89.0,35.0,30.258,29.949,18.4,28.0,43.6,0.0,0.0
1134,2009-02-08,,65,19.9,29.9,2.0,3.4,39,0.00,0.21,0.0,50.0,21.1,83.0,27.0,30.238,29.378,17.3,22.0,50.0,0.0,0.0
1135,2009-02-09,,48,13.2,29.4,18.4,25.4,268,0.00,0.21,0.0,38.4,26.0,88.0,31.0,29.572,29.28,34.5,49.0,38.4,0.0,0.0
1136,2009-02-10,,56,11.3,29.7,3.5,5.4,334,0.00,0.21,0.0,33.5,14.8,88.0,36.0,29.997,29.537,18.4,25.0,33.5,0.0,0.0
1137,2009-02-11,,53,8.3,30.0,6.4,9.4,267,0.01,0.22,0.01,30.2,10.7,74.0,36.0,30.166,29.941999999999997,27.6,39.0,32.0,0.01,0.254
1138,2009-02-12,,48,7.9,30.1,5.6,8.4,298,0.01,0.22,0.0,35.9,11.4,81.0,25.0,30.265,29.910999999999998,17.3,26.0,35.9,0.0,0.0
1139,2009-02-13,,77,13.8,30.1,2.6,4.4,67,0.01,0.22,0.0,29.4,11.7,87.0,54.0,30.276,29.914,11.5,14.0,32.0,0.0,0.0
1140,2009-02-14,,75,13.6,30.1,3.6,5.4,266,0.03,0.24,0.01,31.5,12.3,87.0,43.0,30.163,29.874000000000002,19.6,25.0,32.0,0.02,0.508
1141,2009-02-15,,32,0.0,30.2,13.8,19.7,270,0.03,0.24,0.0,35.7,16.9,80.0,17.0,30.286,29.989,32.2,40.0,35.7,0.0,0.0
1142,2009-02-16,,24,4.7,29.8,16.5,24.1,277,0.03,0.24,0.0,46.1,34.4,41.0,15.0,29.989,29.625,29.9,44.0,46.1,0.0,0.0
1143,2009-02-17,,44,12.2,29.6,16.6,22.9,267,0.03,0.24,0.0,37.2,26.9,81.0,27.0,29.812,29.473000000000003,34.5,48.0,37.2,0.0,0.0
1144,2009-02-18,,42,7.5,30.0,10.2,15.1,269,0.03,0.24,0.0,35.5,24.2,55.0,26.0,30.252,29.779,24.2,35.0,35.5,0.0,0.0
1145,2009-02-19,,37,4.3,30.3,14.5,20.0,256,0.03,0.24,0.0,34.9,22.1,52.0,23.0,30.354,30.156,27.6,38.0,34.9,0.0,0.0
1146,2009-02-20,,36,1.6,30.1,14.8,21.2,273,0.03,0.24,0.0,37.9,12.8,83.0,13.0,30.312,29.928,35.7,52.0,37.9,0.0,0.0
1147,2009-02-21,,29,3.1,30.2,10.9,15.3,266,0.03,0.24,0.0,50.8,8.4,80.0,15.0,30.348,30.089000000000002,27.6,36.0,50.8,0.0,0.0
1148,2009-02-22,,18,2.1,30.1,8.7,12.4,265,0.03,0.24,0.0,54.2,34.1,28.0,10.0,30.281,29.984,24.2,35.0,54.2,0.0,0.0
1149,2009-02-23,,47,24.8,29.9,9.7,14.0,266,0.03,0.24,0.0,53.3,38.3,68.0,27.0,30.059,29.844,26.5,39.0,53.3,0.0,0.0
1150,2009-02-24,,41,21.8,29.8,15.7,22.3,264,0.03,0.24,0.0,50.4,37.3,61.0,30.0,29.898,29.73,40.3,51.0,50.4,0.0,0.0
1151,2009-02-25,,32,15.6,29.8,10.4,14.8,265,0.03,0.24,0.0,56.3,33.5,85.0,13.0,29.957,29.631999999999998,25.3,36.0,56.3,0.0,0.0
1152,2009-02-26,,53,18.9,29.8,8.4,12.0,268,0.03,0.24,0.0,43.1,28.2,88.0,24.0,29.874,29.682,24.2,36.0,43.1,0.0,0.0
1153,2009-02-27,,45,6.6,30.0,9.8,14.7,278,0.03,0.24,0.0,34.0,18.8,79.0,25.0,30.475,29.753,28.8,47.0,34.0,0.0,0.0
1154,2009-02-28,,27,2.0,30.5,4.6,7.1,349,0.03,0.24,0.0,42.9,16.3,50.0,10.0,30.629,30.404,21.9,32.0,42.9,0.0,0.0
1155,2009-03-01,,21,0.3,30.3,7.4,10.6,242,0.00,0.24,0.0,58.3,14.1,53.0,9.0,30.534,29.947,23.0,38.0,58.3,0.0,0.0
1156,2009-03-02,,16,7.9,29.9,12.0,16.8,260,0.00,0.24,0.0,62.6,44.5,27.0,11.0,29.961,29.726,26.5,39.0,62.6,0.0,0.0
1157,2009-03-03,,30,17.9,29.8,11.8,16.7,266,0.00,0.24,0.0,58.5,31.6,49.0,19.0,29.887,29.705,27.6,43.0,58.5,0.0,0.0
1158,2009-03-04,,20,7.4,29.7,11.3,15.6,259,0.00,0.24,0.0,58.0,30.3,51.0,9.0,29.878,29.476999999999997,27.6,38.0,58.0,0.0,0.0
1159,2009-03-05,,26,5.1,29.7,12.8,18.0,266,0.00,0.24,0.0,46.9,29.3,47.0,14.0,29.913,29.473000000000003,36.8,52.0,46.9,0.0,0.0
1160,2009-03-06,,36,8.5,29.9,6.2,9.0,186,0.00,0.24,0.0,42.2,25.6,73.0,23.0,29.955,29.77,28.8,36.0,42.2,0.0,0.0
1161,2009-03-07,,66,17.0,29.8,5.8,8.4,263,0.03,0.27,0.01,38.2,19.5,89.0,35.0,29.952,29.738000000000003,27.6,37.0,38.2,0.03,0.7619999999999999
1162,2009-03-08,,23,0.1,29.8,20.9,29.6,274,0.03,0.27,0.0,47.7,26.7,43.0,10.0,29.909,29.625999999999998,32.2,51.0,47.7,0.0,0.0
1163,2009-03-09,,41,9.6,29.7,6.9,11.0,81,0.03,0.27,0.0,44.6,16.7,87.0,21.0,29.844,29.541999999999998,24.2,40.0,44.6,0.0,0.0
1164,2009-03-10,,51,2.0,30.0,12.7,18.5,281,0.04,0.28,0.01,26.7,11.4,87.0,22.0,30.271,29.629,38.0,54.0,32.0,0.01,0.254
1165,2009-03-11,,35,2.7,30.2,7.6,10.5,35,0.04,0.28,0.0,46.5,11.9,67.0,11.0,30.378,30.069000000000003,19.6,30.0,46.5,0.0,0.0
1166,2009-03-12,,74,7.8,30.2,1.0,2.0,292,0.04,0.28,0.0,42.1,11.6,81.0,19.0,30.347,30.127,5.8,8.0,42.1,0.0,0.0
1167,2009-03-13,,,,,,,,,,,,,,,,,,,,,
1168,2009-03-14,,,,,,,,,,,,,,,,,,,,,
1169,2009-03-15,,,,,,,,,,,,,,,,,,,,,
1170,2009-03-16,,22,9.5,30.0,12.2,17.0,258,0.04,0.28,0.0,57.5,36.0,28.0,15.0,30.076,29.873,24.2,37.0,57.5,0.0,0.0
1171,2009-03-17,,29,15.5,30.0,10.0,13.8,260,0.04,0.28,0.0,58.4,36.8,59.0,16.0,30.113,29.874000000000002,28.8,38.0,58.4,0.0,0.0
1172,2009-03-18,,42,19.9,30.1,3.9,5.8,16,0.04,0.28,0.0,53.3,29.0,64.0,20.0,30.261,29.967,18.4,22.0,53.3,0.0,0.0
1173,2009-03-19,,50,19.7,30.1,3.4,5.1,16,0.04,0.28,0.0,59.8,21.8,83.0,17.0,30.345,29.999000000000002,21.9,33.0,59.8,0.0,0.0
1174,2009-03-20,,44,20.0,30.0,2.7,4.2,329,0.04,0.28,0.0,57.6,27.8,68.0,22.0,30.127,29.944000000000003,18.4,25.0,57.6,0.0,0.0
1175,2009-03-21,,44,17.7,30.0,3.6,5.6,200,0.04,0.28,0.0,63.1,22.4,83.0,12.0,30.165,29.725,23.0,31.0,63.1,0.0,0.0
1176,2009-03-22,,29,13.4,29.5,8.8,12.7,245,0.04,0.28,0.0,63.7,30.7,64.0,8.0,29.754,29.180999999999997,29.9,36.0,63.7,0.0,0.0
1177,2009-03-23,,43,15.4,29.4,12.0,17.6,276,0.04,0.28,0.0,42.2,25.7,64.0,31.0,29.743,29.127,27.6,43.0,42.2,0.0,0.0
1178,2009-03-24,,36,6.5,29.9,14.1,20.9,278,0.04,0.28,0.0,39.1,25.6,47.0,27.0,29.995,29.686,29.9,45.0,39.1,0.0,0.0
1179,2009-03-25,,47,9.8,29.8,6.3,9.4,275,0.04,0.28,0.0,34.7,18.8,77.0,28.0,29.923,29.72,21.9,31.0,34.7,0.0,0.0
1180,2009-03-26,,82,12.3,30.0,3.0,4.9,71,0.04,0.28,0.0,25.1,9.7,89.0,72.0,30.412,29.686999999999998,20.7,26.0,32.0,0.0,0.0
1181,2009-03-27,,64,9.2,30.2,3.3,5.0,281,0.40,0.64,0.01,36.3,6.5,82.0,23.0,30.433,29.987,17.3,26.0,36.3,0.36,9.143999999999998
1182,2009-03-28,,37,9.3,29.9,11.5,16.7,262,0.40,0.64,0.0,43.6,24.8,46.0,23.0,30.017,29.775,27.6,38.0,43.6,0.0,0.0
1183,2009-03-29,,39,16.1,29.4,13.4,19.1,265,0.40,0.64,0.0,52.5,30.0,84.0,18.0,29.775,29.131,27.6,38.0,52.5,0.0,0.0
1184,2009-03-30,,37,0.8,29.7,14.5,20.9,273,0.40,0.64,0.0,30.1,18.1,50.0,27.0,30.029,29.314,28.8,41.0,32.0,0.0,0.0
1185,2009-03-31,,40,4.5,29.8,16.1,23.2,266,0.40,0.64,0.0,33.4,17.6,69.0,27.0,29.977,29.660999999999998,38.0,51.0,33.4,0.0,0.0
1186,2009-04-01,,67,14.1,29.7,5.9,8.3,263,0.00,0.64,0.0,34.0,10.2,87.0,27.0,30.066,29.51,18.4,26.0,34.0,0.0,0.0
1187,2009-04-02,,49,11.7,29.9,11.0,15.2,274,0.01,0.65,0.01,43.4,10.9,82.0,32.0,30.049,29.616,27.6,44.0,43.4,0.01,0.254
1188,2009-04-03,,60,22.8,29.4,6.1,8.2,310,0.01,0.65,0.0,46.1,28.7,93.0,30.0,29.616,29.35,24.2,35.0,46.1,0.0,0.0
1189,2009-04-04,,67,15.4,29.8,8.5,11.6,10,0.24,0.88,0.01,33.7,18.6,93.0,40.0,30.302,29.377,27.6,41.0,33.7,0.23,5.8420000000000005
1190,2009-04-05,,55,7.7,30.5,3.9,5.9,309,0.25,0.89,0.01,33.9,9.5,78.0,29.0,30.651,30.27,17.3,24.0,33.9,0.01,0.254
1191,2009-04-06,,30,3.8,30.4,6.5,9.8,298,0.25,0.89,0.0,49.4,16.4,52.0,13.0,30.600,30.13,21.9,31.0,49.4,0.0,0.0
1192,2009-04-07,,18,3.9,30.0,12.5,17.1,250,0.25,0.89,0.0,55.3,36.3,31.0,12.0,30.130,29.893,26.5,36.0,55.3,0.0,0.0
1193,2009-04-08,,22,11.4,29.5,9.1,13.4,270,0.25,0.89,0.0,60.7,35.9,37.0,11.0,29.925,29.276999999999997,26.5,41.0,60.7,0.0,0.0
1194,2009-04-09,,47,16.3,29.6,10.5,15.0,277,0.25,0.89,0.0,49.5,29.1,91.0,21.0,29.905,29.32,34.5,43.0,49.5,0.0,0.0
1195,2009-04-10,,73,27.2,30.0,2.0,3.6,66,0.30,0.94,0.01,49.9,26.4,92.0,40.0,30.072,29.851,10.4,20.0,49.9,0.05,1.27
1196,2009-04-11,,77,28.2,29.8,1.7,2.8,340,0.31,0.95,0.01,49.9,25.6,89.0,46.0,29.982,29.717,8.1,13.0,49.9,0.01,0.254
1197,2009-04-12,,82,29.7,29.9,3.8,5.5,8,0.41,1.05,0.01,45.2,27.8,92.0,55.0,30.093,29.767,18.4,26.0,45.2,0.1,2.54
1198,2009-04-13,,45,20.7,29.9,7.1,10.3,267,0.41,1.05,0.0,55.7,26.0,91.0,21.0,30.142,29.783,25.3,33.0,55.7,0.0,0.0
1199,2009-04-14,,52,24.0,29.8,2.0,3.4,239,0.41,1.05,0.0,55.8,29.1,76.0,25.0,29.893,29.625,20.7,28.0,55.8,0.0,0.0
1200,2009-04-15,,54,25.3,29.6,2.8,4.5,61,0.41,1.05,0.0,58.6,26.6,85.0,21.0,29.682,29.497,18.4,26.0,58.6,0.0,0.0
1201,2009-04-16,,91,29.8,29.9,2.3,3.6,59,0.48,1.12,0.01,37.9,26.7,94.0,80.0,30.130,29.564,13.8,20.0,37.9,0.07,1.778
1202,2009-04-17,,92,28.8,30.1,0.0,0.0,50,0.55,1.19,0.01,32.4,29.4,94.0,90.0,30.195,30.088,0.0,0.0,32.4,0.07,1.778
1203,2009-04-18,,87,29.9,30.2,1.1,1.7,149,1.24,1.88,0.01,43.8,26.6,93.0,57.0,30.355,30.109,12.7,21.0,43.8,0.69,17.525999999999996
1204,2009-04-19,,58,22.0,30.4,4.5,6.5,263,1.30,1.94,0.01,50.8,18.4,91.0,30.0,30.553,30.143,18.4,24.0,50.8,0.06,1.5239999999999998
1205,2009-04-20,,38,22.4,30.1,7.9,11.1,258,1.30,1.94,0.0,57.8,36.5,56.0,25.0,30.196,30.006,21.9,33.0,57.8,0.0,0.0
1206,2009-04-21,,35,23.2,30.0,6.8,10.0,269,1.30,1.94,0.0,64.2,37.2,68.0,18.0,30.139,29.872,21.9,26.0,64.2,0.0,0.0
1207,2009-04-22,,48,25.6,29.9,5.5,7.8,256,1.30,1.94,0.0,62.1,30.0,83.0,17.0,29.992,29.759,26.5,35.0,62.1,0.0,0.0
1208,2009-04-23,,35,21.6,29.7,5.6,8.0,256,1.30,1.94,0.0,67.9,33.1,70.0,12.0,29.856,29.496,31.1,49.0,74.1,0.0,0.0
1209,2009-04-24,,38,24.8,29.5,11.3,14.7,296,1.30,1.94,0.0,64.7,40.2,76.0,18.0,29.637,29.363000000000003,27.6,39.0,72.8,0.0,0.0
1210,2009-04-25,,90,31.9,29.8,2.2,3.8,69,1.42,2.06,0.01,40.1,32.6,93.0,77.0,29.907,29.628,8.1,12.0,40.1,0.12,3.048
1211,2009-04-26,,60,23.5,29.8,10.0,14.4,270,1.58,2.22,0.01,44.3,30.3,94.0,35.0,29.923,29.654,26.5,40.0,44.3,0.16,4.064
1212,2009-04-27,,80,25.1,30.1,4.1,6.4,112,1.80,2.44,0.01,39.8,25.4,92.0,35.0,30.221,29.925,19.6,25.0,39.8,0.22,5.587999999999999
1213,2009-04-28,,60,29.2,29.9,4.0,6.2,52,1.80,2.44,0.0,60.9,26.4,89.0,23.0,30.172,29.733,19.6,29.0,60.9,0.0,0.0
1214,2009-04-29,,30,19.6,29.7,8.1,11.3,245,1.80,2.44,0.0,65.0,37.6,65.0,9.0,29.885,29.628,24.2,33.0,69.4,0.0,0.0
1215,2009-04-30,,63,30.7,29.9,3.6,5.7,52,1.80,2.44,0.0,53.1,29.4,79.0,41.0,29.983,29.881999999999998,12.7,18.0,53.1,0.0,0.0
1216,2009-05-01,,87,33.6,30.1,4.0,5.7,50,0.07,2.51,0.01,43.8,33.4,94.0,73.0,30.157,29.95,13.8,18.0,43.8,0.07,1.778
1217,2009-05-02,,89,34.5,29.9,2.8,4.0,51,0.35,2.79,0.01,48.5,32.9,94.0,66.0,30.114,29.759,12.7,16.0,48.5,0.28,7.112
1218,2009-05-03,,69,31.1,29.9,5.7,7.9,304,0.41,2.85,0.01,53.4,32.7,94.0,36.0,30.052,29.844,19.6,28.0,53.4,0.06,1.5239999999999998
1219,2009-05-04,,50,27.1,29.8,8.5,12.4,263,0.41,2.85,0.0,56.9,36.9,88.0,22.0,29.882,29.753,24.2,36.0,56.9,0.0,0.0
1220,2009-05-05,,51,31.0,29.7,7.6,11.3,269,0.49,2.93,0.01,58.3,39.8,87.0,31.0,29.835,29.648000000000003,29.9,39.0,58.3,0.08,2.032
1221,2009-05-06,,37,25.3,29.8,8.7,12.7,265,0.49,2.93,0.0,68.9,37.3,85.0,15.0,29.844,29.641,27.6,40.0,74.5,0.0,0.0
1222,2009-05-07,,30,24.6,29.6,7.1,10.8,273,0.49,2.93,0.0,69.9,44.5,50.0,14.0,29.745,29.549,29.9,46.0,74.9,0.0,0.0
1223,2009-05-08,,34,18.8,29.8,8.4,13.0,286,0.49,2.93,0.0,55.6,37.5,52.0,15.0,30.154,29.619,26.5,35.0,55.6,0.0,0.0
1224,2009-05-09,,54,26.4,30.0,3.5,5.7,69,0.61,3.05,0.01,55.1,32.2,90.0,33.0,30.145,29.982,17.3,26.0,55.1,0.12,3.048
1225,2009-05-10,,87,34.4,30.1,2.6,4.1,68,0.80,3.24,0.01,43.6,32.9,93.0,72.0,30.193,30.045,10.4,14.0,43.6,0.19,4.8260000000000005
1226,2009-05-11,,59,33.4,29.9,3.0,5.0,26,0.80,3.24,0.0,70.3,31.9,92.0,13.0,30.145,29.644000000000002,15.0,26.0,78.5,0.0,0.0
1227,2009-05-12,,38,27.5,29.5,10.3,15.0,266,0.80,3.24,0.0,71.6,40.6,79.0,12.0,29.681,29.311,32.2,45.0,76.2,0.0,0.0
1228,2009-05-13,,23,14.1,29.7,11.2,16.0,265,0.80,3.24,0.0,59.9,41.8,31.0,13.0,30.022,29.346,29.9,43.0,59.9,0.0,0.0
1229,2009-05-14,,32,19.5,29.8,5.4,8.3,291,0.80,3.24,0.0,67.8,30.4,60.0,16.0,30.023,29.673000000000002,26.5,35.0,74.2,0.0,0.0
1230,2009-05-15,,40,27.1,29.8,10.1,13.3,340,0.80,3.24,0.0,63.4,41.3,62.0,15.0,30.034,29.616999999999997,27.6,40.0,63.4,0.0,0.0
1231,2009-05-16,,57,33.0,30.1,4.4,6.4,65,0.80,3.24,0.0,60.7,36.2,80.0,35.0,30.246,30.022,15.0,20.0,60.7,0.0,0.0
